,Irr_angulo_medida,Irr_angulo_teorica,Irr_global_medida,Irr_global_teorica
2019-12-02 16:00:00,654,642.8707182112089,996.4486363033981,979.4918203072556
2019-12-02 17:00:00,346,398.7564345419679,766.5196903394412,883.394967416095
2019-12-02 18:00:00,108,154.81768706436867,462.89883134043475,663.5641334530129
2019-12-02 19:00:00,0,0.0,0.0,0.0
2019-12-02 20:00:00,0,0.0,0.0,0.0
2019-12-02 21:00:00,0,0.0,0.0,0.0
2019-12-02 22:00:00,0,0.0,0.0,0.0
2019-12-02 23:00:00,0,0.0,0.0,0.0
2019-12-03 00:00:00,0,0.0,0.0,0.0
2019-12-03 01:00:00,0,0.0,0.0,0.0
2019-12-03 02:00:00,0,0.0,0.0,0.0
2019-12-03 03:00:00,0,0.0,0.0,0.0
2019-12-03 04:00:00,0,0.0,0.0,0.0
2019-12-03 05:00:00,0,0.0,0.0,0.0
2019-12-03 06:00:00,127,209.41611669745888,446.23436085469984,735.8162754894786
2019-12-03 07:00:00,378,456.8244972711293,754.7257761083,912.1090562122674
2019-12-03 08:00:00,629,696.6988642276924,897.6573220054673,994.2716004878871
2019-12-03 09:00:00,852,904.8513688652664,978.7681039944789,1039.4831674895138
2019-12-03 10:00:00,1028,1063.8818918989073,1029.343384182353,1065.2721663205693
2019-12-03 11:00:00,1138,1161.0533170948945,1057.0834389479483,1078.4975687492035
2019-12-03 12:00:00,1165,1188.8907866053457,1060.25640245804,1081.9992002761314
2019-12-03 13:00:00,1111,1145.2361985251498,1044.2731838091365,1076.4531514377413
2019-12-03 14:00:00,1023,1033.4876694474265,1050.0123697035076,1060.776966623507
2019-12-03 15:00:00,850,862.3554367372062,1016.7134109712897,1031.4921618290837
2019-12-03 16:00:00,712,645.4935231196081,1081.2256920284976,980.2305916220663
2019-12-03 17:00:00,354,401.71148526281996,779.8422496317042,884.9479897464711
2019-12-03 18:00:00,119,157.69261094579298,504.0004270370874,667.8751534224617
2019-12-03 19:00:00,0,0.0,0.0,0.0
2019-12-03 20:00:00,0,0.0,0.0,0.0
2019-12-03 21:00:00,0,0.0,0.0,0.0
2019-12-03 22:00:00,0,0.0,0.0,0.0
2019-12-03 23:00:00,0,0.0,0.0,0.0
2019-12-04 00:00:00,0,0.0,0.0,0.0
2019-12-04 01:00:00,0,0.0,0.0,0.0
2019-12-04 02:00:00,0,0.0,0.0,0.0
2019-12-04 03:00:00,0,0.0,0.0,0.0
2019-12-04 04:00:00,0,0.0,0.0,0.0
2019-12-04 05:00:00,0,0.0,0.0,0.0
2019-12-04 06:00:00,127,208.20063052916151,447.95589645099005,734.3677172468656
2019-12-04 07:00:00,349,455.3749993875975,698.5140755150484,911.4207642117289
